title,productor
"Highlander","Davis-Panzer Productions"
"Highlander","Thorn EMI Screen Entertainment"
"Steel","Quincy Jones-David Salzman Entertainment"
"Steel","Warner Bros."
"Steel","DC Entertainment"
"Trance","Cloud Eight Films"
"Trance","Pathé"
"Trance","Decibel Films"
"Trance","Film4"
"Vamps","Lucky Monkey Pictures"
"Vamps","Red Hour Films"
"Zulu","Eskwad"
"Zulu","M6 Films"
"Zulu","Canal+"
"Zulu","Pathé"
"Zulu","Ciné+"
"Zulu","Lobster Tree"
"Zulu","W9"
"Ararat","Alliance Atlantis Communications"
"Ararat","Serendipity Point Films"
"Ararat","Ego Film Arts"
"Wasabi","Canal Plus"
"Wasabi","TF1 Films Productions"
"Wasabi","Tobis"
"Wasabi","Destiny"
"Wasabi","EuropaCorp"
"Slither","Universal Pictures"
"Tootsie","Columbia Pictures Corporation"
"Tootsie","Mirage Enterprises"
"Tootsie","Punch Productions"
"Tootsie","Delphi Films"
"Tootsie","The Criterion Collection"
"Twins","Universal Pictures"
"Mama","Universal Pictures"
"Mama","Toma 78"
"Mama","De Milo"
"Beetlejuice","Geffen Company, The"
"Beetlejuice","Warner Bros."
"Snitch","Front Street Productions"
"Snitch","Participant Media"
"Snitch","Imagenation Abu Dhabi FZ"
"Snitch","Exclusive Media Group"
"Snitch","Spitfire Pictures"
"Krampus","Universal Pictures"
"Krampus","Legendary Pictures"
"Wild","Fox Searchlight Pictures"
"Wild","Pacific Standard"
"Wild","bob industries"
"Drive","Bold Films"
"Drive","Marc Platt Productions"
"Drive","Odd Lot Entertainment"
"Drive","FilmDistrict"
"Drive","Motel Movies"
"Drive","Newbridge Film Capital"
"Flicka","Twentieth Century Fox Film Corporation"
"Flicka","Fox 2000 Pictures"
"Flicka","Zucker/Netter Productions"
"Keanu","New Line Cinema"
"Firestarter","Universal Pictures"
"Firestarter","Dino De Laurentiis Company"
"Idlewild","Atlas Entertainment"
"Idlewild","Forensic Films"
"Idlewild","HBO Films"
"Confidence","Cinerenta Medienbeteiligungs KG"
"Confidence","Lionsgate"
"Confidence","Ignite Entertainment"
"Brazil","Embassy International Pictures"
"Hoot","The Kennedy/Marshall Company"
"Hoot","Hoot Productions LLC"
"Hoot","Walden Media"
"Peeples","34th Street Films"
"Peeples","Homegrown Pictures"
"Transsiberian","Lietuvos Kinostudija"
"Transsiberian","Scout Productions"
"Transsiberian","Telecinco Cinema"
"Transsiberian","Castelao Producciones"
"Transsiberian","Canal+ España"
"Transsiberian","Future Films"
"Transsiberian","Filmax International"
"Transsiberian","Filmax Group"
"Transsiberian","Universum Film (UFA)"
"Listening","Young Medium"
"Listening","Listen Film"
"Metropolis","Paramount Pictures"
"Metropolis","Universum Film (UFA)"
"Centurion","Pathé Pictures International"
"Centurion","UK Film Council"
"Centurion","Celador Films"
"Centurion","Canal+"
"Centurion","Warner Bros."
"Centurion","CinéCinéma"
"Bathory","Lunar Films"
"Bathory","Fonds Eurimages du Conseil de l'Europe"
"Bathory","Eurofilm Stúdió"
"Bathory","Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie"
"Bathory","Jakubisko Film Slovakia"
"Bathory","J&J Jakubisko Film"
"Bathory","Concorde Film Trust"
"Bathory","Ministry of Culture of the Slovak Republic"
"Khumba","Triggerfish Animation"
"Pandaemonium","Arts Council of England"
"Freedom","Production One"
"Unforgiven","Malpaso Productions"
"Unforgiven","Warner Bros."
"Manderlay","Zentropa Entertainments"
"Manderlay","Danmarks Radio (DR)"
"Manderlay","Arte"
"Manderlay","Memfis Film"
"Manderlay","Isabella Films BV"
"Manderlay","Degeto Film"
"Manderlay","Ognon Pictures"
"Manderlay","Sveriges Television (SVT)"
"Manderlay","Canal+"
"Manderlay","Yleisradio (YLE)"
"Manderlay","Arte France Cinéma"
"Manderlay","Westdeutscher Rundfunk (WDR)"
"Manderlay","Alan Young Pictures"
"Manderlay","Nederlandse Programma Stichting (NPS)"
"Manderlay","Canal+ Television AB"
"Manderlay","Film i Väst"
"Manderlay","Invicta Capital"
"Manderlay","Edith Film Oy"
"Manderlay","Pain Unlimited GmbH Filmproduktion"
"Manderlay","Sigma Films"
"Manderlay","Manderlay"
"Superstar","SNL Studios"
"Thinner","Paramount Pictures"
"Thinner","Spelling Films"
"Crooklyn","Universal Pictures"
"Crooklyn","40 Acres & A Mule Filmworks"
"Bobby","The Weinstein Company"
"Bobby","Bold Films"
"Bobby","Holly Wiersma Productions"
"Gossip","Village Roadshow Pictures"
"Gossip","NPV Entertainment"
"Gossip","Warner Bros."
"Gossip","Outlaw Productions (I)"
"Caravans","Universal Pictures"
"Caravans","Ibex Films"
"Caravans","FIDCI"
"Margaret","Fox Searchlight Pictures"
"Margaret","Scott Rudin Productions"
"Margaret","Mirage Enterprises"
"Margaret","Gilbert Films"
"Flipped","Reiner / Greisman Productions"
"Clueless","Paramount Pictures"
"Quills","Fox Searchlight Pictures"
"Quills","Industry Entertainment"
"Quills","Walrus & Associates"
"Quills","Hollywood Partners"
"Quills","Charenton Productions"
"Woo","New Line Cinema"
"Woo","New Deal Productions"
"Woo","Gotham Entertainment Group"
"Room","Téléfilm Canada"
"Room","Film 4"
"Room","Element Pictures"
"Room","Irish Film Board"
"Room","FilmNation Entertainment"
"Room","No Trace Camping"
"Room","A24"
"Room","Elevation Pictures"
"Dick","Columbia Pictures"
"54","Redeemable Features"
"54","FilmColony"
"54","Miramax"
"54","Dollface"
"Admission","Focus Features"
"Chloe","StudioCanal"
"Chloe","Montecito Picture Company, The"
"Chloe","Outpost Studios"
"Faithful","New Line Cinema"
"Faithful","Miramax Films"
"Infamous","Killer Films"
"Infamous","Longfellow Pictures"
"Infamous","Warner Independent Pictures (WIP)"
"Infamous","Jack and Henry Productions Inc."
"Womb","Razor Film Produktion GmbH"
"Machete","Dune Entertainment"
"Machete","Dune Entertainment III"
"Machete","Troublemaker Studios"
"Machete","Overnight Films"
"Jaws","Universal Pictures"
"Jaws","Zanuck/Brown Productions"
"Barbershop","Metro-Goldwyn-Mayer (MGM)"
"WarGames","United Artists"
"WarGames","Sherwood Productions"
"Witness","Paramount Pictures"
"Chronicle","Twentieth Century Fox Film Corporation"
"Chronicle","Dune Entertainment"
"Chronicle","Davis Entertainment"
"Chronicle","Adam Schroeder Productions"
"Yentl","United Artists"
"Yentl","Barwood Films"
"Yentl","Ladbroke"
"Crossroads","Paramount Pictures"
"Crossroads","MTV Films"
"Patton","Twentieth Century Fox Film Corporation"
"Quarantine","Vertigo Entertainment"
"Quarantine","Screen Gems"
"Quarantine","Andale Pictures"
"Frida","Miramax Films"
"Frida","Lions Gate Films"
"Frida","Ventanarosa Productions"
"Frida","Handprint Entertainment"
"Rounders","Miramax Films"
"Rounders","Spanky Pictures"
"Prophecy","Paramount Pictures"
"Philomena","BBC Films"
"Philomena","The Weinstein Company"
"Philomena","Baby Cow Productions"
"Philomena","Pathé"
"Philomena","Yucaipa Films"
"Philomena","Magnolia Mae Films"
"Aquamarine","Fox 2000 Pictures"
"Aquamarine","Storefront Pictures"
"Nebraska","Paramount Vantage"
"Nebraska","Bona Fide Productions"
"Crank","Lions Gate Films"
"Crank","Lakeshore Entertainment"
"Crank","GreeneStreet Films"
"Crank","Radical Media"
"Arbitrage","Lionsgate"
"Arbitrage","Artina Films"
"Arbitrage","Lucky Monkey Pictures"
"Arbitrage","Green Room Films"
"Arbitrage","Treehouse Pictures"
"Arbitrage","Alvernia Studios"
"Arbitrage","LB Productions"
"Arbitrage","Parlay Films"
"Screwed","Universal Pictures"
"Screwed","Robert Simonds Productions"
"Fortress","Village Roadshow Pictures"
"Fortress","Davis Entertainment"
"Fortress","Fortress Films"
"Celebrity","Sweetland Films"
"Celebrity","Magnolia Productions"
"Ravenous","Twentieth Century Fox Film Corporation"
"Ravenous","Fox 2000 Pictures"
"Ravenous","ETIC Films"
"Ravenous","Heyday Films"
"Ravenous","Engulf & Devour Productions Inc."
"Stoker","Fox Searchlight Pictures"
"Stoker","Scott Free Productions"
"Stoker","Indian Paintbrush"
"2046","Paradis Films"
"2046","Orly Films"
"2046","Shanghai Film Group Corporation"
"2046","Jet Tone Films"
"Duma","John Wells Productions"
"Duma","Pandora Pictures"
"Duma","Gaylord Films"
"Duma","Warner Bros."
"Ondine","Octagon Films"
"Ondine","Irish Film Board"
"Ondine","Wayfare Entertainment"
"Ondine","Little Wave Productions"
"Ondine","Start Motion Pictures"
"Ondine","Radio Telefís Éireann (RTÉ)"
"Brother","Bandai Visual Company"
"Brother","Office Kitano"
"Brother","Tokyo FM Broadcasting Co."
"Brother","Recorded Picture Company (RPC)"
"Brother","Fuzzy Bunny Films (I)"
"Brother","Little Brother Inc."
"Trade","Centropolis Film Productions"
"Cypher","Miramax Films"
"Cypher","Pandora Cinema"
"Triangle","Dan Films"
"Triangle","UK Film Council"
"Triangle","Pictures in Paradise"
"Triangle","Pacific Film and Television Commission"
"Triangle","Icon Entertainment International"
"Triangle","Framestore"
"Triangle","Triangle Films"
"Snatch","Columbia Pictures Corporation"
"Snatch","Screen Gems"
"Snatch","SKA Films"
"Gremlins","Amblin Entertainment"
"Gremlins","Warner Bros."
"Trash","O2 Filmes"
"Trash","Working Title Films"
"Trash","PeaPie Films"
"Brooklyn","Wildgaze Films"
"Brooklyn","Irish Film Board"
"Brooklyn","Item 7"
"Brooklyn","Parallel Film Productions"
"Quartet","BBC Films"
"Quartet","Headline Pictures"
"Tomcats","Columbia Pictures"
"Tomcats","Revolution Studios"
"Frailty","Cinerenta Medienbeteiligungs KG"
"Frailty","American Entertainment Partners L.P."
"Frailty","David Kirschner Productions"
"Kinsey","Fox Searchlight Pictures"
"Kinsey","American Zoetrope"
"Kinsey","Myriad Pictures"
"Kinsey","Qwerty Films"
"Kinsey","N1 European Film Produktions GmbH & Co. KG"
"Kinsey","Pretty Pictures"
"Slackers","Sony Pictures"
"Slackers","Screen Gems"
"O","FilmEngine"
"O","Chickie The Cop Production"
"O","Daniel Fried Productions"
"O","Rhulen Entertainment"
"LOL","Double Feature Films"
"LOL","Mandate Pictures"
"LOL","PIC Agency"
"LOL","Lol Productions"
"Jindabyne","Australian Film Finance Corporation (AFFC)"
"Jindabyne","The New South Wales Film and Television Office"
"Jindabyne","RGM Films"
"Jindabyne","April Films"
"Jindabyne","Red Chair Films"
"Jindabyne","Babcock & Brown"
"Jindabyne","The Australian Film Finance Corporation"
"Darkness","Vía Digital"
"Darkness","Filmax Entertainment"
"Darkness","Dimension Films"
"Darkness","Castelao Producciones"
"Misconduct","Lionsgate"
"Misconduct","Mike and Marty Productions"
"Stripes","Columbia Pictures Industries"
"Commando","Twentieth Century Fox Film Corporation"
"Commando","SLM Production Group"
"Commando","Silver Pictures"
"Devil","Universal Pictures"
"Devil","Media Rights Capital"
"Devil","Night Chronicles"
"Devil","Relativity Media"
"Dogma","Lions Gate"
"Dogma","View Askew Productions"
"Swimfan","Twentieth Century Fox Film Corporation"
"Swimfan","Greenestreet Films"
"Swimfan","Cobalt Media Group"
"Swimfan","Furthur Films"
"Swimfan","Forrest Films"
"Sparkle","TriStar Pictures"
"Sparkle","Phoenix Pictures"
"Sparkle","Stage 6 Films"
"Sparkle","Akil Production Company"
"Valentine","Village Roadshow Pictures"
"Valentine","NPV Entertainment"
"Valentine","Warner Bros."
"Rushmore","Touchstone Pictures"
"Skyline","Rogue Pictures"
"Skyline","Relativity Media"
"Skyline","Hydraulx"
"Skyline","Rat Entertainment"
"Skyline","Transmission Pictures"
"Tremors","Universal Pictures"
"Tremors","No Frills Film Production"
"Mud","FilmNation Entertainment"
"Mud","Everest Entertainment"
"MacGruber","Relativity Media"
"Heartbeeps","Universal Pictures"
"Crash","Blackfriars Bridge Films"
"Crash","Yari Film Group"
"Crash","Bob Yari Productions"
"Crash","ApolloProScreen Filmproduktion"
"Crash","Bull's Eye Entertainment"
"Crash","DEJ Productions"
"Crash","Harris Company"
"Malone","Orion Pictures"
"Bamboozled","New Line Cinema"
"Bamboozled","40 Acres & A Mule Filmworks"
"Sphinx","Orion Pictures"
"Sphinx","S & L Films"
"Spider","Téléfilm Canada"
"Spider","Capitol Films"
"Spider","Canadian Film or Video Production Tax Credit (CPTC)"
"Spider","Metropolitan Films"
"Spider","Grosvenor Park Productions"
"Spider","Odeon Films"
"Spider","Catherine Bailey Ltd."
"Spider","Artists Independent Network"
"Illuminata","Overseas FilmGroup"
"Illuminata","GreeneStreet Films"
"Illuminata","JVC Entertainment Networks"
"Illuminata","Sogepaq"
"Illuminata","CDI"
"Rosewater","Odd Lot Entertainment"
"Rosewater","International Traders"
"Rosewater","Busboy Productions"
"Coriolanus","BBC Films"
"Coriolanus","Synchronistic Pictures"
"Coriolanus","Icon Entertainment International"
"Coriolanus","Lipsync Productions"
"Coriolanus","Atlantic Swiss Productions"
"Coriolanus","Hermetof Pictures"
"Coriolanus","Magna Films"
"Coriolanus","Kalkronkie"
"Coriolanus","Artemis Films"
"Coriolanus","Lonely Dragon"
"Coriolanus","Magnolia Mae Films"
"Severance","Qwerty Films"
"Severance","Dan Films"
"Severance","Isle of Man Film"
"Severance","HanWay Films"
"Severance","UK Film Council"
"Severance","N1 European Film Produktions GmbH & Co. KG"
"Edmond","First Independent Pictures"
"Motherhood","John Wells Productions"
"Strangerland","Worldview Entertainment"
"Eulogy","Myriad Pictures"
"Eulogy","Artisan Entertainment"
"Eulogy","Eulogy Productions LLC"
"Eulogy","Ovation Entertainment"
"Partition","Partition Films%2C Inc."
"Partition","Khussro Films"
"Gunless","Rhombus Media"
"Gunless","Téléfilm Canada"
"Gunless","The Harold Greenberg Fund"
"Gunless","Brightlight Pictures"
"Gunless","Alliance Films"
"Gunless","Astral Media"
"Gunless","Corus Entertainment"
"Gunless","Gunless Productions"
"Adventureland","Miramax Films"
"Adventureland","Sidney Kimmel Entertainment"
"Adventureland","This Is That Productions"
"Plastic","Gateway Films"
"Amour","Les Films du Losange"
"Amour","Wega Film"
"Amour","X-Filme Creative Pool"
"Volver","El Deseo"
"Kites","Bollywood Hollywood Production"
"Melancholia","Zentropa Entertainments"
"Melancholia","Det Danske Filminstitut"
"Melancholia","Danmarks Radio (DR)"
"Melancholia","Memfis Film"
"Melancholia","Eurimages"
"Melancholia","Sveriges Television (SVT)"
"Melancholia","Canal+"
"Melancholia","CinéCinéma"
"Melancholia","Slot Machine"
"Melancholia","Zentropa International Sweden"
"Melancholia","Zentropa International Köln"
"Melancholia","Liberator Productions"
"Melancholia","Swedish Film Institute"
"Melancholia","Centre National du Cinéma et de L'image Animée (CNC)"
"Melancholia","Film i Väst"
"Melancholia","Filmstiftung Nordrhein-Westfalen"
"Melancholia","Legion Entertainment"
"Melancholia","Edition Video"
"Melancholia","Nordisk Film Distribution"
"Alien","Twentieth Century Fox Film Corporation"
"Alien","Brandywine Productions"
"Thunderball","Eon Productions"
"Thunderball","Metro-Goldwyn-Mayer (MGM)"
"Detention","Detention Films"
"Sicko","The Weinstein Company"
"PCU","Paul Schiff Productions"
"Gracie","Elevation Filmworks"
"Gracie","Ursa Major Films LLC"
"Barbecue","TF1 Films Production"
"Barbecue","Same Player"
"Barbecue","Studio Canal"
"Barbecue","Cinéfrance 1888"
"Undiscovered","Lakeshore Entertainment"
"Undiscovered","Intermedia Films"
"Undiscovered","Cinerenta Medienbeteiligungs KG"
"Polisse","Les Productions du Trésor"
"Polisse","Mars Film Corporation"
"Polisse","Chaocorp"
"Polisse","Shortcom"
"Awake","The Weinstein Company"
"Awake","Open City Films"
"Awake","GreeneStreet Films"
"Barbarella","Paramount Pictures"
"Barbarella","Dino de Laurentiis Cinematografica"
"Barbarella","Marianne Productions"
"Election","Paramount Pictures"
"Election","MTV Films"
"Election","Bona Fide Productions"
"Glitter","Twentieth Century Fox Film Corporation"
"Glitter","Laurence Mark Productions"
"Glitter","Columbia Pictures Corporation"
"Glitter","Glitter Productions"
"Glitter","Maroon Entertainment"
"Nightcrawler","Bold Films"
"Nightcrawler","Sierra / Affinity"
"Splash","Touchstone Pictures"
"Shutter","Regency Enterprises"
"Shutter","Vertigo Entertainment"
"Shutter","Ozla Pictures"
"Shutter","New Regency Pictures"
"Kicks","Bystorm Films"
"Kicks","Animal Kingdom"
"Kicks","Bow and Arrow Entertainment"
"Prom","Walt Disney Pictures"
"Prom","Rickshaw Productions"
"Anomalisa","Starburns Industries"
"Prefontaine","Hollywood Pictures"
"Restless","British Broadcasting Corporation (BBC)"
"Restless","Sundance Channel"
"Restless","Endor Productions"
"Fido","Lions Gate Films"
"Fido","Astral Media"
"Fido","Anagram Pictures Inc."
"Pathology","Lakeshore Entertainment"
"Pathology","Metro-Goldwyn-Mayer (MGM)"
"Pathology","Camelot Pictures"
"Aloft","Arcadia Motion Pictures"
"Aloft","Wanda Visión S.A."
"Aloft","Buffalo Gal Pictures"
"Swelter","Grand Peaks Entertainment"
"Swelter","Exchange Peaks Film Capital"
"Swelter","Film Invaders"
"Shopgirl","Epsilon Motion Pictures"
"Shopgirl","Hyde Park Films"
"Shopgirl","Shopgirl"
"Shopgirl","Touchstone Pictures"
"Narc","Paramount Pictures"
"Narc","Lions Gate Films"
"Narc","Cruise/Wagner Productions"
"Extract","Miramax Films"
"Persepolis","Sony Pictures Classics"
"Persepolis","Procirep"
"Persepolis","Soficinéma"
"Persepolis","France 3 Cinéma"
"Persepolis","Diaphana Films"
"Persepolis","Sofica Europacorp"
"Persepolis","Celluloid Dreams"
"Persepolis","The Kennedy/Marshall Company"
"Persepolis","Région Ile-de-France"
"Persepolis","Centre National de la Cinématographie (CNC)"
"Persepolis","Fondation GAN pour le Cinéma"
"Persepolis","2.4.7. Films"
"Persepolis","French Connection Animations"
"Persepolis","Société des Producteurs de L'Angoa"
"Juno","Fox Searchlight Pictures"
"Juno","Mandate Pictures"
"Flashdance","Paramount Pictures"
"Capote","Sony Pictures Classics"
"Capote","Cooper's Town Productions"
"Capote","Eagle Vision Inc."
"Capote","Manitoba Film and Video Production Tax Credit"
"Capote","Province of British Columbia Production Services Tax Credit"
"Capote","Infinity Media"
"Capote","A-Line Pictures"
"Desperado","Columbia Pictures"
"Desperado","Los Hooligans Productions"
"Dope","Forest Whitaker's Significant Productions"
"Dope","Revolt Films"
"Dope","IamOTHER Entertainment"
"Warlock","New World Pictures"
"Redbelt","Sony Pictures Classics"
"Cyrus","Scott Free Productions"
"Somewhere","American Zoetrope"
"Somewhere","Focus Features"
"Somewhere","Pathé!"
"Somewhere","Tohokushinsha"
"Hesher","DRO Entertainment"
"Hesher","The Last Picture Company"
"Hesher","CatchPlay"
"Hesher","Corner Store Entertainment"
"Hesher","Filmula"
"Hesher","Handsomecharlie Films"
"Hesher","American Work"
"Hesher","Dreamagine Entertainment"
"Gerry","Epsilon Motion Pictures"
"Gerry","Tango Films"
"Gerry","My Cactus"
"Freeheld","Double Feature Films"
"Freeheld","Endgame Entertainment"
"Freeheld","High Frequency Entertainment"
"Twixt","American Zoetrope"
"Shade","Cobalt Media Group"
"Shade","Judgement Pictures"
"Shade","Hammond Entertainment"
"Incendies","TS Productions"
"Incendies","Micro scope"
"Incendies","Phi Group"
"Annabelle","New Line Cinema"
"Annabelle","The Safran Company"
"Annabelle","Evergreen Media Group"
"Annabelle","RatPac-Dune Entertainment"
"Go","Columbia Pictures"
"Bats","Destination Films"
"Shame","HanWay Films"
"Shame","UK Film Council"
"Shame","Alliance Films"
"Shame","See-Saw Films"
"Shame","Film4"
"Shame","Lipsync Productions"
"Aberdeen","Filmfabriken Baltic Sea AB"
"Tracker","T.H.E. Films"
"Tracker","Phoenix Wiley"
"Tracker","Eden Films"
"Control","Becker International"
"Control","Claraflora"
"Control","EM Media"
"Control","NorthSee"
"Control","Weinstein Company, The"
"Mallrats","Gramercy Pictures"
"Mallrats","Alphaville Films"
"Mallrats","View Askew Productions"
"Grease","Paramount Pictures"
"Grease","Robert Stigwood Organization (RSO)"
"Platoon","Orion Pictures"
"Platoon","Hemdale Film Corporation"
"Caddyshack","Orion Pictures"
"Caddyshack","Warner Bros."
"Bernie","Castle Rock Entertainment"
"Bernie","Horsethief Pictures"
"Bernie","Mandalay Vision"
"Bernie","Wind Dancer Productions"
"Bernie","Detour Filmproduction"
"Pollock","Fred Berner Films"
"Pollock","Zeke Productions"
"College","Metro-Goldwyn-Mayer (MGM)"
"Novocaine","Numb Gums Production Inc."
"Julia","Twentieth Century Fox Film Corporation"
"Deadfall","StudioCanal"
"Deadfall","Mutual Film Company"
"Deadfall","2929 Productions"
"Deadfall","Magnolia Pictures"
"Deadfall","Madhouse Entertainment"
"Videodrome","Universal Pictures"
"Videodrome","Famous Players Ltd"
"Videodrome","Guardian Trust Company"
"Videodrome","Filmplan International II"
"Oorlogswinter","Max TV"
"Oorlogswinter","Prime Time"
"Oorlogswinter","Isabella Films B.V."
"Oorlogswinter","Fu Works"
"Oorlogswinter","Isabella Films"
"Crossover","360 Pictures"
"Crossover","Dribble Productions"
"Crossover","Platinum Equity"
"Shine","Fine Line Features"
"Shine","Australian Film Finance Corporation (AFFC)"
"Shine","Film Victoria"
"Shine","South Australian Feature Film Company"
"Iris","Miramax Films"
"Iris","BBC Films"
"Iris","Intermedia Films"
"Galaxina","Marimark Productions"
"Wonderland","Lions Gate Films"
"R100","Warner Bros."
"R100","Yoshimoto Kogyo Company"
"Hodejegerne","Nordisk Film"
"Hodejegerne","Yellow Bird Films"
"Hodejegerne","Friland Produksjon"
"Hodejegerne","ARD Degeto Film"
"Grabbers","Irish Film Board"
"Grabbers","Samson Films"
"Grabbers","Forward Films"
"Grabbers","High Treason Productions"
"Grabbers","Nvizible"
"Ouija","Universal Pictures"
"Ouija","Dentsu Inc."
"Ouija","Platinum Dunes"
"Ouija","Media Rights Capital"
"Ouija","Blumhouse Productions"
"Ouija","Fuji Television Network"
"Ouija","Hasbro Studios"
"Ouija","5150 Action"
"Ouija","White Noise Factory"
"Monster","Newmarket Films"
"Memento","Summit Entertainment"
"Memento","Newmarket Capital Group"
"Memento","Team Todd"
"Memento","I Remember Productions"
"Oculus","Intrepid Pictures"
"Oculus","Blumhouse Productions"
"Oculus","Relativity Media"
"Oculus","WWE Studios"
"Oculus","MICA Entertainment"
"Race","Forecast Pictures"
"Race","Solofilms"
"Race","JoBro Productions & Film Finance"
"Race","Trinity Race"
"Addicted","Lionsgate"
"Addicted","Codeblack Entertainment"
"Nighthawks","Universal Pictures"
"Nighthawks","Martin Poll Productions"
"Nighthawks","The Production Company"
"Diner","Metro-Goldwyn-Mayer (MGM)"
"UHF","Orion Pictures"
"UHF","Cinecorp"
"Made","Artisan Entertainment"
"Moon","Liberty Films UK"
"Moon","Lunar Industries"
"Moon","Xingu Films"
"Moon","Limelight Fund"
"Tycoon","RKO Radio Pictures"
"Redacted","HDNet Films"
"Redacted","The Film Farm"
"Fascination","Quality Films Entertainment"
"Rudderless","Unified Pictures"
"Rudderless","Amberdale Productions"
"Rudderless","Tee Rob Pictures"
"Hostel","International Production Company"
"Hostel","Raw Nerve"
"Hostel","Lionsgate"
"Hostel","Next Entertainment"
"Hostel","Screen Gems"
"Hostel","Hostel LLC"
"Bound","Dino De Laurentiis Company"
"Bound","Spelling Films"
"Salvador","Hemdale Film"
"Karakter","First Floor Features"
"Karakter","Almerica Films"
"Spun","Muse Productions"
"Spun","Brink Films"
"Spun","Silver Nitrate"
"Blackthorn","Quickfire Films"
"Blackthorn","Televisión Española (TVE)"
"Blackthorn","Arcadia Motion Pictures"
"Blackthorn","Noodles Production"
"Blackthorn","Canal+ España"
"Blackthorn","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"Blackthorn","Instituto de Crédito Oficial (ICO)"
"Blackthorn","ONO"
"Blackthorn","Ariane Mararía Films"
"Blackthorn","Nix Films"
"Blackthorn","Eter Pictures"
"Blackthorn","Manto Films"
"Blackthorn","Pegaso Producciones"
"Blackthorn","Ibermedia European Community Program"
"Blackthorn","Audiovisual Aval SGR"
"Airlift","T-Series"
"Airlift","Hari Om Entertainment Co."
"Airlift","Cape Of Good Films"
"Paa","A B Corp"
"Cargo","Telepool"
"Cargo","Atlantis Pictures"
"Cargo","Schweizerische Radio- und Fernsehgesellschaft (SRG)"
"Cargo","Ascot Elite Entertainment Group"
"Cargo","Egli Film"
"Cargo","Teleclub AG"
"Cargo","Centauri Media"
"Maggie","Lionsgate"
"Maggie","Grindstone Entertainment Group"
"Maggie","Silver Reel"
"Maggie","Sly Predator"
"Maggie","Matt Baer Films"
"Maggie","Gold Star Films"
"Maggie","Lotus Entertainment (I)"
"Trapeze","Joanna Productions"
"Boyhood","IFC Films"
"Boyhood","Detour Filmproduction"
"Scoop","BBC Films"
"Scoop","Ingenious Film Partners"
"Scoop","Ingenious Media"
"Scoop","Perdido Prod."
"Topaz","Universal Pictures"
"Secretary","Slough Pond"
"Secretary","double A Films"
"Thumbsucker","Sony Pictures Classics"
"Thumbsucker","Bob Yari Productions"
"Mirrormask","Destination Films"
"Mirrormask","Jim Henson Company, The"
"Samsara","Magidson Films"
"Zipper","Protozoa Pictures"
"Zipper","Cargo Entertainment"
"Zipper","33 Pictures"
"Joe","Worldview Entertainment"
"Joe","Muskat Filmed Properties"
"Joe","Dreambridge Films"
"Joe","Rough House Pictures"
"Prison","Empire Pictures"
"Trust","Nu Image Films"
"Trust","Millennium Films"
"Trust","Dark Harbor Stories"
"Adore","Gaumont"
"Adore","Ciné@"
"Adore","Canal+"
"Adore","Screen Australia"
"Adore","Screen NSW"
"Adore","France Télévisions"
"Adore","France 2 Cinéma"
"Adore","Hopscotch Features"
"Adore","Mon Voisin Productions"
"1776","Columbia Pictures Corporation"
"Inescapable","IFC Films"
"Inescapable","Myriad Pictures"
"Inescapable","Alliance Films"
"Network","United Artists"
"Network","Metro-Goldwyn-Mayer (MGM)"
"Defendor","Alliance Films"
"Defendor","Darius Films"
"Defendor","Insight Film Releasing"
"Friday","New Line Cinema"
"Harper","Warner Bros."
"Frenzy","Universal Pictures"
"Train","Nu Image Films"
"Train","Millennium Films"
"Sharknado","The Asylum"
"Sharknado","Syfy"
"Sharknado","Southward Films"
"Trolljegeren","Filmkameratene A/S"
"Trolljegeren","Film Fund FUZZ"
"Trolljegeren","SF Norge A/S"
"Taxman","Counterclock Productions"
"Choke","Fox Searchlight Pictures"
"Choke","Contrafilm"
"Choke","ATO Pictures"
"Choke","Aramid Entertainment Fund"
"Choke","Dune Entertainment III"
"Choke","Choke Film"
"Whiplash","Bold Films"
"Whiplash","Blumhouse Productions"
"Whiplash","Right of Way Films"
"Jagten","Zentropa Entertainments"
"Jagten","Det Danske Filminstitut"
"Jagten","Danmarks Radio (DR)"
"Jagten","Eurimages"
"Jagten","MEDIA Programme of the European Union"
"Jagten","Sveriges Television (SVT)"
"Jagten","Svenska Filminstitutet (SFI)"
"Jagten","Nordisk Film- & TV-Fond"
"Jagten","Film Väst"
"Bella","Mpower Pictures"
"Bella","Metanoia Films"
"Bella","Burnside Entertainment"
"Bella","Bella Productions"
"Bella","One Media, The"
"Adam","Vox3 Films"
"Adam","Serenade Films"
"Adam","Olympus Pictures"
"Adam","Deer Path Productions"
"Adam","Northwood Productions"
"Beginners","Parts and Labor"
"Beginners","Olympus Pictures"
"Beginners","Focus Features"
"Feast","Neo Art & Logic"
"Feast","Dimension Films"
"Feast","Maloof Motion Pictures"
"Goldfinger","United Artists"
"Goldfinger","Eon Productions"
"Goldfinger","Danjaq"
"Antiviral","Alliance Films"
"Antiviral","Telefilm Canada"
"Antiviral","TF1 International"
"Trainspotting","Miramax Films"
"Trainspotting","Channel Four Films"
"Trainspotting","Noel Gay Motion Picture Company"
"Trainspotting","Figment Films"
"Trainspotting","Film4"
"Sinister","Alliance Films"
"Sinister","Blumhouse Productions"
"Sinister","IM Global"
"Sinister","Automatik Entertainment"
